from,to,weight,pval,padj,direction,padj_sig,Group,Cohort
chicken,mayo_endo_score,0.0010164619522855661,0.5004995004995005,0.5027681179579914,pos,NS,UC,IBD_seed
coffee,mayo_endo_score,-0.04837341622097651,0.3116883116883117,0.3834319526627219,neg,NS,UC,IBD_seed
corn,mayo_endo_score,-0.028757547130053074,0.4355644355644356,0.4490366776081061,neg,NS,UC,IBD_seed
corn husk,mayo_endo_score,0.002104857487311311,0.46853146853146854,0.4757396449704142,pos,NS,UC,IBD_seed
cream,mayo_endo_score,-0.17805823995183137,0.22377622377622378,0.3834319526627219,neg,NS,UC,IBD_seed
cucumber,mayo_endo_score,0.09842807480050117,0.21478521478521478,0.3834319526627219,pos,NS,UC,IBD_seed
egg_chicken,mayo_endo_score,0.03243651600272539,0.4405594405594406,0.45080500894454384,pos,NS,UC,IBD_seed
fish_undetermined,mayo_endo_score,-0.17805823995183137,0.22377622377622378,0.3834319526627219,neg,NS,UC,IBD_seed
grain_fermented,mayo_endo_score,0.05310205786684409,0.3436563436563437,0.3910572186434256,pos,NS,UC,IBD_seed
grape,mayo_endo_score,0.061587620606599204,0.3126873126873127,0.3834319526627219,pos,NS,UC,IBD_seed
grape_fermented,mayo_endo_score,0.07167672712197107,0.2957042957042957,0.3834319526627219,pos,NS,UC,IBD_seed
grapefruit,mayo_endo_score,0.014800838886634393,0.37362637362637363,0.41560686504506733,pos,NS,UC,IBD_seed
herring,mayo_endo_score,-0.1415192613415598,0.22877122877122877,0.3834319526627219,neg,NS,UC,IBD_seed
honey,mayo_endo_score,0.07181474966320818,0.15484515484515485,0.3834319526627219,pos,NS,UC,IBD_seed
kumquat,mayo_endo_score,-0.02227448789903225,0.4015984015984016,0.4298188298188298,neg,NS,UC,IBD_seed
lamb,mayo_endo_score,-0.17805823995183137,0.22377622377622378,0.3834319526627219,neg,NS,UC,IBD_seed
lemon,mayo_endo_score,0.06241535253968414,0.3206793206793207,0.38503929305116247,pos,NS,UC,IBD_seed
lentil,mayo_endo_score,-0.17805823995183137,0.22377622377622378,0.3834319526627219,neg,NS,UC,IBD_seed
lettuce,mayo_endo_score,0.06684535350631104,0.32667332667332666,0.38503929305116247,pos,NS,UC,IBD_seed
lizard,mayo_endo_score,-0.17805823995183137,0.22377622377622378,0.3834319526627219,neg,NS,UC,IBD_seed
mackerel,mayo_endo_score,-0.09726277609515542,0.32367632367632365,0.38503929305116247,neg,NS,UC,IBD_seed
mandarin,mayo_endo_score,-0.10525078574471776,0.24275724275724275,0.3834319526627219,neg,NS,UC,IBD_seed
milk,mayo_endo_score,0.032543863906131135,0.4065934065934066,0.4315684315684316,pos,NS,UC,IBD_seed
milk_cow,mayo_endo_score,0.03411251033415251,0.42857142857142855,0.44779494911421036,pos,NS,UC,IBD_seed
milk_goat,mayo_endo_score,-0.17805823995183137,0.22377622377622378,0.3834319526627219,neg,NS,UC,IBD_seed
mouse,mayo_endo_score,-0.00798700204623845,0.4725274725274725,0.47835837631755995,neg,NS,UC,IBD_seed
mushroom,mayo_endo_score,-0.13404891951874934,0.22877122877122877,0.3834319526627219,neg,NS,UC,IBD_seed
oat,mayo_endo_score,-0.14557738231129164,0.23776223776223776,0.3834319526627219,neg,NS,UC,IBD_seed
onion,mayo_endo_score,0.0691552246386554,0.34065934065934067,0.3898875690783205,pos,NS,UC,IBD_seed
orange,mayo_endo_score,0.01862592296484708,0.47352647352647353,0.47835837631755995,pos,NS,UC,IBD_seed
peanut,mayo_endo_score,-0.17805823995183137,0.22377622377622378,0.3834319526627219,neg,NS,UC,IBD_seed
pear,mayo_endo_score,-0.17805823995183137,0.22377622377622378,0.3834319526627219,neg,NS,UC,IBD_seed
pepper,mayo_endo_score,-0.016718675013750864,0.4515484515484515,0.46085872889996593,neg,NS,UC,IBD_seed
pig,mayo_endo_score,0.009036636941621351,0.4915084915084915,0.49526046472611357,pos,NS,UC,IBD_seed
quinoa,mayo_endo_score,-0.14535427496505166,0.2097902097902098,0.3834319526627219,neg,NS,UC,IBD_seed
raspberry,mayo_endo_score,-0.17805823995183137,0.22377622377622378,0.3834319526627219,neg,NS,UC,IBD_seed
rice,mayo_endo_score,-0.15910110060591345,0.24975024975024976,0.3834319526627219,neg,NS,UC,IBD_seed
sardine,mayo_endo_score,-0.17805823995183137,0.22377622377622378,0.3834319526627219,neg,NS,UC,IBD_seed
shrimp,mayo_endo_score,-0.17805823995183137,0.22377622377622378,0.3834319526627219,neg,NS,UC,IBD_seed
silversides,mayo_endo_score,-0.17805823995183137,0.22377622377622378,0.3834319526627219,neg,NS,UC,IBD_seed
smelt,mayo_endo_score,-0.14532619359861076,0.22977022977022976,0.3834319526627219,neg,NS,UC,IBD_seed
soda,mayo_endo_score,0.1080298074099844,0.04995004995004995,0.3834319526627219,pos,NS,UC,IBD_seed
squid,mayo_endo_score,-0.13012251861678453,0.26073926073926074,0.3834319526627219,neg,NS,UC,IBD_seed
strawberry,mayo_endo_score,-0.10506463257338264,0.2727272727272727,0.3834319526627219,neg,NS,UC,IBD_seed
sweet potato,mayo_endo_score,-0.02227448789903225,0.4015984015984016,0.4298188298188298,neg,NS,UC,IBD_seed
tea,mayo_endo_score,-0.07486089308034564,0.2087912087912088,0.3834319526627219,neg,NS,UC,IBD_seed
tomato,mayo_endo_score,-0.057757930275492544,0.36163836163836166,0.4045446079344384,neg,NS,UC,IBD_seed
trout,mayo_endo_score,-0.10668171272825197,0.3116883116883117,0.3834319526627219,neg,NS,UC,IBD_seed
walnut,mayo_endo_score,-0.17805823995183137,0.22377622377622378,0.3834319526627219,neg,NS,UC,IBD_seed
wheat,mayo_endo_score,-0.12800017523331944,0.2827172827172827,0.3834319526627219,neg,NS,UC,IBD_seed
worm,mayo_endo_score,-0.14134043150098255,0.23676323676323677,0.3834319526627219,neg,NS,UC,IBD_seed
yogurt_cow,mayo_endo_score,-0.02203566105173306,0.4355644355644356,0.4490366776081061,neg,NS,UC,IBD_seed
almond,simple_endoscopic_score_crohns_disease,-0.21912385462339407,0.15384615384615385,0.3834319526627219,neg,NS,UC,IBD_seed
apple,simple_endoscopic_score_crohns_disease,-0.21474137404958477,0.08091908091908091,0.3834319526627219,neg,NS,UC,IBD_seed
apple_cider,simple_endoscopic_score_crohns_disease,-0.15520664258270778,0.12287712287712288,0.3834319526627219,neg,NS,UC,IBD_seed
artichoke,simple_endoscopic_score_crohns_disease,-0.21912385462339407,0.15384615384615385,0.3834319526627219,neg,NS,UC,IBD_seed
avocado,simple_endoscopic_score_crohns_disease,-0.10759530966200795,0.06893106893106893,0.3834319526627219,neg,NS,UC,IBD_seed
banana,simple_endoscopic_score_crohns_disease,-0.21800053937303362,0.12887112887112886,0.3834319526627219,neg,NS,UC,IBD_seed
basil,simple_endoscopic_score_crohns_disease,-0.048356710662411304,0.2647352647352647,0.3834319526627219,neg,NS,UC,IBD_seed
bean,simple_endoscopic_score_crohns_disease,-0.3010775876183672,0.054945054945054944,0.3834319526627219,neg,NS,UC,IBD_seed
beef,simple_endoscopic_score_crohns_disease,-0.32556421354219367,0.055944055944055944,0.3834319526627219,neg,NS,UC,IBD_seed
blueberry,simple_endoscopic_score_crohns_disease,-0.27998734492387,0.04895104895104895,0.3834319526627219,neg,NS,UC,IBD_seed
butterfish,simple_endoscopic_score_crohns_disease,-0.20702490782001082,0.0979020979020979,0.3834319526627219,neg,NS,UC,IBD_seed
carrot,simple_endoscopic_score_crohns_disease,-0.3200756536976318,0.053946053946053944,0.3834319526627219,neg,NS,UC,IBD_seed
cheddar cheese,simple_endoscopic_score_crohns_disease,-0.04317952107462845,0.17482517482517482,0.3834319526627219,neg,NS,UC,IBD_seed
chia,simple_endoscopic_score_crohns_disease,-0.21912385462339407,0.15384615384615385,0.3834319526627219,neg,NS,UC,IBD_seed
chicken,simple_endoscopic_score_crohns_disease,-0.2342648646805179,0.04595404595404595,0.3834319526627219,neg,NS,UC,IBD_seed
coffee,simple_endoscopic_score_crohns_disease,-0.14667387824689113,0.1038961038961039,0.3834319526627219,neg,NS,UC,IBD_seed
corn,simple_endoscopic_score_crohns_disease,-0.34836649924419927,0.04495504495504495,0.3834319526627219,neg,NS,UC,IBD_seed
corn husk,simple_endoscopic_score_crohns_disease,-0.06222760718655415,0.10789210789210789,0.3834319526627219,neg,NS,UC,IBD_seed
cream,simple_endoscopic_score_crohns_disease,-0.21912385462339407,0.15384615384615385,0.3834319526627219,neg,NS,UC,IBD_seed
cucumber,simple_endoscopic_score_crohns_disease,-0.22955641989904052,0.03996003996003996,0.3834319526627219,neg,NS,UC,IBD_seed
egg_chicken,simple_endoscopic_score_crohns_disease,-0.3182759955295934,0.03296703296703297,0.3834319526627219,neg,NS,UC,IBD_seed
fish_undetermined,simple_endoscopic_score_crohns_disease,-0.21912385462339407,0.15384615384615385,0.3834319526627219,neg,NS,UC,IBD_seed
grain_fermented,simple_endoscopic_score_crohns_disease,-0.20449715724028067,0.09490509490509491,0.3834319526627219,neg,NS,UC,IBD_seed
grape,simple_endoscopic_score_crohns_disease,-0.24362786583819582,0.04495504495504495,0.3834319526627219,neg,NS,UC,IBD_seed
grape_fermented,simple_endoscopic_score_crohns_disease,-0.20581105184996365,0.1008991008991009,0.3834319526627219,neg,NS,UC,IBD_seed
grapefruit,simple_endoscopic_score_crohns_disease,-0.055498443989778365,0.2127872127872128,0.3834319526627219,neg,NS,UC,IBD_seed
herring,simple_endoscopic_score_crohns_disease,-0.20684261714015947,0.1028971028971029,0.3834319526627219,neg,NS,UC,IBD_seed
honey,simple_endoscopic_score_crohns_disease,-0.12051760720409353,0.07092907092907093,0.3834319526627219,neg,NS,UC,IBD_seed
kumquat,simple_endoscopic_score_crohns_disease,-0.048356710662411304,0.2647352647352647,0.3834319526627219,neg,NS,UC,IBD_seed
lamb,simple_endoscopic_score_crohns_disease,-0.21912385462339407,0.15384615384615385,0.3834319526627219,neg,NS,UC,IBD_seed
lemon,simple_endoscopic_score_crohns_disease,-0.22564522874215664,0.03496503496503497,0.3834319526627219,neg,NS,UC,IBD_seed
lentil,simple_endoscopic_score_crohns_disease,-0.21912385462339407,0.15384615384615385,0.3834319526627219,neg,NS,UC,IBD_seed
lettuce,simple_endoscopic_score_crohns_disease,-0.23594765785538457,0.06793206793206794,0.3834319526627219,neg,NS,UC,IBD_seed
lizard,simple_endoscopic_score_crohns_disease,-0.21912385462339407,0.15384615384615385,0.3834319526627219,neg,NS,UC,IBD_seed
mackerel,simple_endoscopic_score_crohns_disease,-0.29908239293388333,0.059940059940059943,0.3834319526627219,neg,NS,UC,IBD_seed
mandarin,simple_endoscopic_score_crohns_disease,-0.18064882798966087,0.0989010989010989,0.3834319526627219,neg,NS,UC,IBD_seed
milk,simple_endoscopic_score_crohns_disease,-0.22505835124699974,0.04995004995004995,0.3834319526627219,neg,NS,UC,IBD_seed
milk_cow,simple_endoscopic_score_crohns_disease,-0.2777216474913989,0.04395604395604396,0.3834319526627219,neg,NS,UC,IBD_seed
milk_goat,simple_endoscopic_score_crohns_disease,-0.21912385462339407,0.15384615384615385,0.3834319526627219,neg,NS,UC,IBD_seed
mouse,simple_endoscopic_score_crohns_disease,-0.3317636914190091,0.054945054945054944,0.3834319526627219,neg,NS,UC,IBD_seed
mushroom,simple_endoscopic_score_crohns_disease,-0.22253087538360017,0.0989010989010989,0.3834319526627219,neg,NS,UC,IBD_seed
oat,simple_endoscopic_score_crohns_disease,-0.2574651777328697,0.061938061938061936,0.3834319526627219,neg,NS,UC,IBD_seed
onion,simple_endoscopic_score_crohns_disease,-0.296710111660891,0.04795204795204795,0.3834319526627219,neg,NS,UC,IBD_seed
orange,simple_endoscopic_score_crohns_disease,-0.2670307070780371,0.04995004995004995,0.3834319526627219,neg,NS,UC,IBD_seed
peanut,simple_endoscopic_score_crohns_disease,-0.21912385462339407,0.15384615384615385,0.3834319526627219,neg,NS,UC,IBD_seed
pear,simple_endoscopic_score_crohns_disease,-0.21912385462339407,0.15384615384615385,0.3834319526627219,neg,NS,UC,IBD_seed
pepper,simple_endoscopic_score_crohns_disease,-0.3307221152222066,0.057942057942057944,0.3834319526627219,neg,NS,UC,IBD_seed
pig,simple_endoscopic_score_crohns_disease,-0.3445007544326921,0.04895104895104895,0.3834319526627219,neg,NS,UC,IBD_seed
quinoa,simple_endoscopic_score_crohns_disease,-0.2191688050437396,0.08091908091908091,0.3834319526627219,neg,NS,UC,IBD_seed
raspberry,simple_endoscopic_score_crohns_disease,-0.21912385462339407,0.15384615384615385,0.3834319526627219,neg,NS,UC,IBD_seed
rice,simple_endoscopic_score_crohns_disease,-0.28765442702260924,0.06793206793206794,0.3834319526627219,neg,NS,UC,IBD_seed
sardine,simple_endoscopic_score_crohns_disease,-0.21912385462339407,0.15384615384615385,0.3834319526627219,neg,NS,UC,IBD_seed
shrimp,simple_endoscopic_score_crohns_disease,-0.21912385462339407,0.15384615384615385,0.3834319526627219,neg,NS,UC,IBD_seed
silversides,simple_endoscopic_score_crohns_disease,-0.21912385462339407,0.15384615384615385,0.3834319526627219,neg,NS,UC,IBD_seed
smelt,simple_endoscopic_score_crohns_disease,-0.1943283021044262,0.13586413586413587,0.3834319526627219,neg,NS,UC,IBD_seed
soda,simple_endoscopic_score_crohns_disease,-0.11929876852094601,0.04395604395604396,0.3834319526627219,neg,NS,UC,IBD_seed
squid,simple_endoscopic_score_crohns_disease,-0.2310517480135357,0.0959040959040959,0.3834319526627219,neg,NS,UC,IBD_seed
strawberry,simple_endoscopic_score_crohns_disease,-0.23673789521196792,0.054945054945054944,0.3834319526627219,neg,NS,UC,IBD_seed
sweet potato,simple_endoscopic_score_crohns_disease,-0.048356710662411304,0.2647352647352647,0.3834319526627219,neg,NS,UC,IBD_seed
tea,simple_endoscopic_score_crohns_disease,-0.0981191556880737,0.17082917082917082,0.3834319526627219,neg,NS,UC,IBD_seed
tomato,simple_endoscopic_score_crohns_disease,-0.29514661666202047,0.058941058941058944,0.3834319526627219,neg,NS,UC,IBD_seed
trout,simple_endoscopic_score_crohns_disease,-0.3131344788173318,0.059940059940059943,0.3834319526627219,neg,NS,UC,IBD_seed
walnut,simple_endoscopic_score_crohns_disease,-0.21912385462339407,0.15384615384615385,0.3834319526627219,neg,NS,UC,IBD_seed
wheat,simple_endoscopic_score_crohns_disease,-0.2967475070510925,0.06293706293706294,0.3834319526627219,neg,NS,UC,IBD_seed
worm,simple_endoscopic_score_crohns_disease,-0.227649790683356,0.10589410589410589,0.3834319526627219,neg,NS,UC,IBD_seed
yogurt_cow,simple_endoscopic_score_crohns_disease,-0.2519928668554123,0.06793206793206794,0.3834319526627219,neg,NS,UC,IBD_seed
almond,symptoms,-0.12253012802237646,0.27472527472527475,0.3834319526627219,neg,NS,UC,IBD_seed
apple,symptoms,-0.06632410931809384,0.3256743256743257,0.38503929305116247,neg,NS,UC,IBD_seed
apple_cider,symptoms,-0.03956467590030289,0.3886113886113886,0.4193191005180106,neg,NS,UC,IBD_seed
artichoke,symptoms,-0.12253012802237646,0.27472527472527475,0.3834319526627219,neg,NS,UC,IBD_seed
avocado,symptoms,-0.02143482340446059,0.38161838161838163,0.4193191005180106,neg,NS,UC,IBD_seed
banana,symptoms,-0.11371129436742328,0.25774225774225773,0.3834319526627219,neg,NS,UC,IBD_seed
basil,symptoms,-0.02244460930336919,0.4325674325674326,0.44842068925838563,neg,NS,UC,IBD_seed
bean,symptoms,-0.13077587824360978,0.16283716283716285,0.3834319526627219,neg,NS,UC,IBD_seed
beef,symptoms,-0.13041853641746895,0.1848151848151848,0.3834319526627219,neg,NS,UC,IBD_seed
blueberry,symptoms,-0.08127426332314827,0.2997002997002997,0.3834319526627219,neg,NS,UC,IBD_seed
butterfish,symptoms,-0.10783289187032782,0.20279720279720279,0.3834319526627219,neg,NS,UC,IBD_seed
carrot,symptoms,-0.10676547162435616,0.2647352647352647,0.3834319526627219,neg,NS,UC,IBD_seed
cheddar cheese,symptoms,-0.013441977817785802,0.4075924075924076,0.4315684315684316,neg,NS,UC,IBD_seed
chia,symptoms,-0.12253012802237646,0.27472527472527475,0.3834319526627219,neg,NS,UC,IBD_seed
chicken,symptoms,-0.07932172799445869,0.2547452547452547,0.3834319526627219,neg,NS,UC,IBD_seed
coffee,symptoms,-0.0628969426559359,0.29270729270729273,0.3834319526627219,neg,NS,UC,IBD_seed
corn,symptoms,-0.12612947776039296,0.20679320679320679,0.3834319526627219,neg,NS,UC,IBD_seed
corn husk,symptoms,-0.020574734891136648,0.3516483516483517,0.3978585517047055,neg,NS,UC,IBD_seed
cream,symptoms,-0.12253012802237646,0.27472527472527475,0.3834319526627219,neg,NS,UC,IBD_seed
cucumber,symptoms,-0.05141933931596984,0.2997002997002997,0.3834319526627219,neg,NS,UC,IBD_seed
egg_chicken,symptoms,-0.09938230827011946,0.22277722277722278,0.3834319526627219,neg,NS,UC,IBD_seed
fish_undetermined,symptoms,-0.12253012802237646,0.27472527472527475,0.3834319526627219,neg,NS,UC,IBD_seed
grain_fermented,symptoms,-0.055143658113586645,0.3836163836163836,0.4193191005180106,neg,NS,UC,IBD_seed
grape,symptoms,-0.06614787194422944,0.2817182817182817,0.3834319526627219,neg,NS,UC,IBD_seed
grape_fermented,symptoms,-0.05057464019175367,0.3886113886113886,0.4193191005180106,neg,NS,UC,IBD_seed
grapefruit,symptoms,-0.014860260815434234,0.43656343656343655,0.4490366776081061,neg,NS,UC,IBD_seed
herring,symptoms,-0.10849125757568946,0.21078921078921078,0.3834319526627219,neg,NS,UC,IBD_seed
honey,symptoms,-0.02155721290646615,0.3786213786213786,0.41881024003929035,neg,NS,UC,IBD_seed
kumquat,symptoms,-0.02244460930336919,0.4325674325674326,0.44842068925838563,neg,NS,UC,IBD_seed
lamb,symptoms,-0.12253012802237646,0.27472527472527475,0.3834319526627219,neg,NS,UC,IBD_seed
lemon,symptoms,-0.05981441012465395,0.2837162837162837,0.3834319526627219,neg,NS,UC,IBD_seed
lentil,symptoms,-0.12253012802237646,0.27472527472527475,0.3834319526627219,neg,NS,UC,IBD_seed
lettuce,symptoms,-0.06211870025315152,0.35264735264735264,0.3978585517047055,neg,NS,UC,IBD_seed
lizard,symptoms,-0.12253012802237646,0.27472527472527475,0.3834319526627219,neg,NS,UC,IBD_seed
mackerel,symptoms,-0.12788165564445203,0.16583416583416583,0.3834319526627219,neg,NS,UC,IBD_seed
mandarin,symptoms,-0.08979835844298764,0.23776223776223776,0.3834319526627219,neg,NS,UC,IBD_seed
milk,symptoms,-0.06768075778259551,0.27472527472527475,0.3834319526627219,neg,NS,UC,IBD_seed
