from,to,weight,pval,padj,direction,padj_sig,Group,Cohort
cabbage,symptoms,0.055610722592187,0.2707292707292707,0.4363557115960962,pos,NS,UC,IBD_seed2
canola,symptoms,-0.12791100461222407,0.15484515484515485,0.3531417562029807,neg,NS,UC,IBD_seed2
cardamom,symptoms,-0.23680674953094819,0.001998001998001998,0.036207036207036206,neg,SIG,UC,IBD_seed2
carrot,symptoms,0.1028874328653657,0.16783216783216784,0.370779138489188,pos,NS,UC,IBD_seed2
cashew,symptoms,0.07902247620679731,0.25374625374625376,0.42481114391226754,pos,NS,UC,IBD_seed2
cauliflower,symptoms,0.01819688220741183,0.41358641358641357,0.5045474006512968,pos,NS,UC,IBD_seed2
celery,symptoms,0.11192640944371424,0.16483516483516483,0.3684065934065934,pos,NS,UC,IBD_seed2
chard,symptoms,0.02612300043755713,0.3866133866133866,0.4980293481734404,pos,NS,UC,IBD_seed2
cheddar cheese,symptoms,0.06200817266027067,0.2597402597402597,0.43001443001442996,pos,NS,UC,IBD_seed2
cherry,symptoms,-0.12791100461222407,0.15484515484515485,0.3531417562029807,neg,NS,UC,IBD_seed2
chia,symptoms,0.0030600996727228325,0.46553446553446554,0.5054912698637395,pos,NS,UC,IBD_seed2
chicken,symptoms,0.19709026625220727,0.04995004995004995,0.2679320679320679,pos,NS,UC,IBD_seed2
cilantro,symptoms,-0.23129714399864898,0.002997002997002997,0.04961704961704962,neg,SIG,UC,IBD_seed2
cinnamon,symptoms,-0.12791100461222407,0.15484515484515485,0.3531417562029807,neg,NS,UC,IBD_seed2
clementine,symptoms,-0.08755179657636541,0.2007992007992008,0.38357796050103743,neg,NS,UC,IBD_seed2
coconut,symptoms,0.11864953355452254,0.10789210789210789,0.32223455831473646,pos,NS,UC,IBD_seed2
coffee,symptoms,0.10817529901071181,0.08891108891108891,0.3048882152330428,pos,NS,UC,IBD_seed2
corn,symptoms,0.061202824206297454,0.3356643356643357,0.4788573128998661,pos,NS,UC,IBD_seed2
corn husk,symptoms,-0.026779000896035438,0.4355644355644356,0.5045474006512968,neg,NS,UC,IBD_seed2
cream,symptoms,0.08718139990010038,0.18581418581418582,0.37440288968673247,pos,NS,UC,IBD_seed2
cricket,symptoms,-0.12791100461222407,0.15484515484515485,0.3531417562029807,neg,NS,UC,IBD_seed2
cucumber,symptoms,0.006801254603286122,0.48451548451548454,0.514438056005752,pos,NS,UC,IBD_seed2
dill,symptoms,-0.12791100461222407,0.15484515484515485,0.3531417562029807,neg,NS,UC,IBD_seed2
dragonfruit,symptoms,-0.23576261498866008,0.001998001998001998,0.036207036207036206,neg,SIG,UC,IBD_seed2
duck,symptoms,0.04818965256491124,0.34765234765234765,0.48512153819125725,pos,NS,UC,IBD_seed2
egg_chicken,symptoms,0.16523293445800144,0.06393606393606394,0.3048882152330428,pos,NS,UC,IBD_seed2
egg_quail,symptoms,-0.12791100461222407,0.15484515484515485,0.3531417562029807,neg,NS,UC,IBD_seed2
eggplant,symptoms,-0.23638276087354054,0.001998001998001998,0.036207036207036206,neg,SIG,UC,IBD_seed2
farro,symptoms,-0.12791100461222407,0.15484515484515485,0.3531417562029807,neg,NS,UC,IBD_seed2
feta cheese,symptoms,-0.2316420392657127,0.002997002997002997,0.04961704961704962,neg,SIG,UC,IBD_seed2
fig,symptoms,-0.005610427745030039,0.5094905094905094,0.5251550908737688,neg,NS,UC,IBD_seed2
fish_undetermined,symptoms,0.17960171441993583,0.03796203796203796,0.23245247902782148,pos,NS,UC,IBD_seed2
galangal,symptoms,-0.12791100461222407,0.15484515484515485,0.3531417562029807,neg,NS,UC,IBD_seed2
garlic,symptoms,-0.07161335942322021,0.22977022977022976,0.41807581834718877,neg,NS,UC,IBD_seed2
ginger,symptoms,0.039280757694096245,0.32867132867132864,0.474944236797685,pos,NS,UC,IBD_seed2
goat cheese,symptoms,0.02448674665523904,0.3906093906093906,0.4988639931497074,pos,NS,UC,IBD_seed2
grain_fermented,symptoms,0.05299753662434749,0.33266733266733267,0.4771196717720782,pos,NS,UC,IBD_seed2
grape,symptoms,-0.05340359447848969,0.3246753246753247,0.4732495765104461,neg,NS,UC,IBD_seed2
grape_fermented,symptoms,-0.040625292416372236,0.3646353646353646,0.4914331899256522,neg,NS,UC,IBD_seed2
grapefruit,symptoms,0.00586055165756872,0.32667332667332666,0.4741005747499254,pos,NS,UC,IBD_seed2
ground cherry,symptoms,-0.12791100461222407,0.15484515484515485,0.3531417562029807,neg,NS,UC,IBD_seed2
guava,symptoms,-0.12791100461222407,0.15484515484515485,0.3531417562029807,neg,NS,UC,IBD_seed2
hearts of palm,symptoms,0.008048856641145147,0.4385614385614386,0.5045474006512968,pos,NS,UC,IBD_seed2
hemp seed,symptoms,-0.12791100461222407,0.15484515484515485,0.3531417562029807,neg,NS,UC,IBD_seed2
herring,symptoms,0.1562648409236697,0.0989010989010989,0.3048882152330428,pos,NS,UC,IBD_seed2
honey,symptoms,0.08377896328291473,0.14785214785214784,0.3531417562029807,pos,NS,UC,IBD_seed2
infusion,symptoms,-0.12791100461222407,0.15484515484515485,0.3531417562029807,neg,NS,UC,IBD_seed2
kale,symptoms,7.792462640710818e-4,0.45454545454545453,0.5045474006512968,pos,NS,UC,IBD_seed2
kiwi,symptoms,-0.004430232419599216,0.5214785214785215,0.5309815469268772,neg,NS,UC,IBD_seed2
kumquat,symptoms,-0.12791100461222407,0.15484515484515485,0.3531417562029807,neg,NS,UC,IBD_seed2
lamb,symptoms,0.1421583977720858,0.10989010989010989,0.3267464243073999,pos,NS,UC,IBD_seed2
langostino,symptoms,0.032887762854748315,0.3726273726273726,0.493142684087566,pos,NS,UC,IBD_seed2
lavender,symptoms,-0.12791100461222407,0.15484515484515485,0.3531417562029807,neg,NS,UC,IBD_seed2
lemon,symptoms,-0.015990812157879383,0.44555444555444557,0.5045474006512968,neg,NS,UC,IBD_seed2
lentil,symptoms,0.0411649126862426,0.3626373626373626,0.4914331899256522,pos,NS,UC,IBD_seed2
lettuce,symptoms,-0.011436058002205929,0.42157842157842157,0.5045474006512968,neg,NS,UC,IBD_seed2
lizard,symptoms,0.16806508027348022,0.09290709290709291,0.3048882152330428,pos,NS,UC,IBD_seed2
macadamia,symptoms,-0.12791100461222407,0.15484515484515485,0.3531417562029807,neg,NS,UC,IBD_seed2
mackerel,symptoms,0.09289714031944916,0.2707292707292707,0.4363557115960962,pos,NS,UC,IBD_seed2
mandarin,symptoms,0.04054735721926339,0.37162837162837165,0.493142684087566,pos,NS,UC,IBD_seed2
mango,symptoms,0.15822415225290376,0.07892107892107893,0.3048882152330428,pos,NS,UC,IBD_seed2
maple syrup,symptoms,-0.12791100461222407,0.15484515484515485,0.3531417562029807,neg,NS,UC,IBD_seed2
meat_undetermined,symptoms,0.10616569715593674,0.13886113886113885,0.35200904955158263,pos,NS,UC,IBD_seed2
melon,symptoms,0.038538944570762096,0.36063936063936064,0.4909821143323681,pos,NS,UC,IBD_seed2
milk,symptoms,0.1339279768278951,0.11788211788211789,0.34290655114950125,pos,NS,UC,IBD_seed2
milk_cow,symptoms,0.19933034569385683,0.023976023976023976,0.22327672327672327,pos,NS,UC,IBD_seed2
milk_goat,symptoms,-0.002562952221296627,0.5084915084915085,0.5251550908737688,neg,NS,UC,IBD_seed2
mint,symptoms,0.030233949577973457,0.36063936063936064,0.4909821143323681,pos,NS,UC,IBD_seed2
mouse,symptoms,0.17605138103928725,0.1038961038961039,0.3145026531031046,pos,NS,UC,IBD_seed2
mushroom,symptoms,0.11558516378846229,0.18581418581418582,0.37440288968673247,pos,NS,UC,IBD_seed2
nutmeg,symptoms,-0.12791100461222407,0.15484515484515485,0.3531417562029807,neg,NS,UC,IBD_seed2
oat,symptoms,0.11818572081692971,0.1848151848151848,0.37440288968673247,pos,NS,UC,IBD_seed2
olive,symptoms,-0.12791100461222407,0.15484515484515485,0.3531417562029807,neg,NS,UC,IBD_seed2
onion,symptoms,0.07521002985337258,0.2217782217782218,0.4085227958854332,pos,NS,UC,IBD_seed2
orange,symptoms,0.12261573092030598,0.15384615384615385,0.3531417562029807,pos,NS,UC,IBD_seed2
oregano,symptoms,0.034859248949509807,0.3626373626373626,0.4914331899256522,pos,NS,UC,IBD_seed2
passionfruit,symptoms,-7.447167757899942e-4,0.5114885114885115,0.5255985393916429,neg,NS,UC,IBD_seed2
peach,symptoms,-0.006876057413805092,0.5114885114885115,0.5255985393916429,neg,NS,UC,IBD_seed2
peanut,symptoms,0.03544952945862767,0.3906093906093906,0.4988639931497074,pos,NS,UC,IBD_seed2
pear,symptoms,-0.14326394066223844,0.001998001998001998,0.036207036207036206,neg,SIG,UC,IBD_seed2
pepper,symptoms,0.03342630590987564,0.39760239760239763,0.5045474006512968,pos,NS,UC,IBD_seed2
persimmon,symptoms,-0.12791100461222407,0.15484515484515485,0.3531417562029807,neg,NS,UC,IBD_seed2
pig,symptoms,0.2125046945209667,0.04895104895104895,0.2646909542070832,pos,NS,UC,IBD_seed2
pine nut,symptoms,0.07669879343414496,0.26173826173826176,0.4306638147128945,pos,NS,UC,IBD_seed2
pineapple,symptoms,-0.007953245906981762,0.5314685314685315,0.5370755845510933,neg,NS,UC,IBD_seed2
plantain,symptoms,-0.12791100461222407,0.15484515484515485,0.3531417562029807,neg,NS,UC,IBD_seed2
poppy seed,symptoms,-0.002817632820280143,0.5284715284715285,0.5344497131827448,neg,NS,UC,IBD_seed2
potato,symptoms,-0.12791100461222407,0.15484515484515485,0.3531417562029807,neg,NS,UC,IBD_seed2
quinoa,symptoms,0.09428739341863254,0.22377622377622378,0.41051151311069234,pos,NS,UC,IBD_seed2
rabbit,symptoms,-0.23604124566337648,0.001998001998001998,0.036207036207036206,neg,SIG,UC,IBD_seed2
raspberry,symptoms,1.1039776131423207e-4,0.47652347652347654,0.5083675274606063,pos,NS,UC,IBD_seed2
rice,symptoms,0.14280088235931465,0.12387612387612387,0.3482555180668388,pos,NS,UC,IBD_seed2
rosemary,symptoms,-0.09557827502171175,0.052947052947052944,0.2773515546953047,neg,NS,UC,IBD_seed2
sage,symptoms,0.12547916990898114,0.08891108891108891,0.3048882152330428,pos,NS,UC,IBD_seed2
salmon,symptoms,-0.23808828180045213,0.001998001998001998,0.036207036207036206,neg,SIG,UC,IBD_seed2
sardine,symptoms,-0.007082381900031007,0.5044955044955045,0.5232238758920894,neg,NS,UC,IBD_seed2
seaweed,symptoms,-0.016949261527530887,0.43656343656343655,0.5045474006512968,neg,NS,UC,IBD_seed2
sesame,symptoms,0.010786736885559235,0.41858141858141856,0.5045474006512968,pos,NS,UC,IBD_seed2
shrimp,symptoms,0.11334114567767564,0.1918081918081918,0.37440288968673247,pos,NS,UC,IBD_seed2
silversides,symptoms,0.07268166373131381,0.30569430569430567,0.4606023190292853,pos,NS,UC,IBD_seed2
smelt,symptoms,0.14485635277301714,0.1258741258741259,0.35013849786577056,pos,NS,UC,IBD_seed2
snail,symptoms,-0.12791100461222407,0.15484515484515485,0.3531417562029807,neg,NS,UC,IBD_seed2
soda,symptoms,0.04362110943076125,0.3546453546453546,0.489255403802708,pos,NS,UC,IBD_seed2
spice,symptoms,-0.06577005495484453,0.027972027972027972,0.22327672327672332,neg,NS,UC,IBD_seed2
spinach,symptoms,-0.12791100461222407,0.15484515484515485,0.3531417562029807,neg,NS,UC,IBD_seed2
squid,symptoms,0.11779365764009485,0.1998001998001998,0.38221407693590287,pos,NS,UC,IBD_seed2
strawberry,symptoms,-0.008442421755421245,0.46353646353646355,0.5045474006512968,neg,NS,UC,IBD_seed2
sumac,symptoms,-0.2385009194696695,0.001998001998001998,0.036207036207036206,neg,SIG,UC,IBD_seed2
sunflower,symptoms,0.09834610538648735,0.1938061938061938,0.37665812448421143,pos,NS,UC,IBD_seed2
sweet potato,symptoms,-0.12791100461222407,0.15484515484515485,0.3531417562029807,neg,NS,UC,IBD_seed2
tea,symptoms,0.06792921460010064,0.12187812187812187,0.34553607069463305,pos,NS,UC,IBD_seed2
thyme,symptoms,-0.011083548212517145,0.5194805194805194,0.529349070382505,neg,NS,UC,IBD_seed2
tomato,symptoms,-0.024896085112728353,0.3906093906093906,0.4988639931497074,neg,NS,UC,IBD_seed2
trout,symptoms,0.1481297197353908,0.15884115884115885,0.35920066442832044,pos,NS,UC,IBD_seed2
truffle black,symptoms,-0.12791100461222407,0.15484515484515485,0.3531417562029807,neg,NS,UC,IBD_seed2
turkey,symptoms,0.02385098248591372,0.3996003996003996,0.5045474006512968,pos,NS,UC,IBD_seed2
veal,symptoms,0.14656097432000653,0.08291708291708291,0.3048882152330428,pos,NS,UC,IBD_seed2
walnut,symptoms,0.08891494606094737,0.25374625374625376,0.42481114391226754,pos,NS,UC,IBD_seed2
wheat,symptoms,0.2016939850050069,0.03696303696303696,0.22842134823701643,pos,NS,UC,IBD_seed2
worm,symptoms,0.15477401082143985,0.12087912087912088,0.34553607069463305,pos,NS,UC,IBD_seed2
yeast,symptoms,0.055796539230399025,0.3096903096903097,0.46401643049687746,pos,NS,UC,IBD_seed2
yogurt_cow,symptoms,0.11732508200283415,0.0989010989010989,0.3048882152330428,pos,NS,UC,IBD_seed2
ahi tuna,endoscopic_activity,-0.16505765217187984,0.0989010989010989,0.3048882152330428,neg,NS,UC,IBD_seed2
almond,endoscopic_activity,0.16299825624959452,0.06393606393606394,0.3048882152330428,pos,NS,UC,IBD_seed2
anchovy,endoscopic_activity,-0.010639960567575931,0.46253746253746253,0.5045474006512968,neg,NS,UC,IBD_seed2
ant,endoscopic_activity,0.0038671730783463795,0.4975024975024975,0.5191835401952134,pos,NS,UC,IBD_seed2
apple,endoscopic_activity,0.11422892295984093,0.06393606393606394,0.3048882152330428,pos,NS,UC,IBD_seed2
apple_cider,endoscopic_activity,0.01153193851943704,0.33966033966033965,0.4809762571114208,pos,NS,UC,IBD_seed2
apricot,endoscopic_activity,0.014903267282713198,0.32367632367632365,0.47230680092486405,pos,NS,UC,IBD_seed2
artichoke,endoscopic_activity,0.03146269773061225,0.38461538461538464,0.4978467478467479,pos,NS,UC,IBD_seed2
artificial sweetener,endoscopic_activity,-0.16505765217187984,0.0989010989010989,0.3048882152330428,neg,NS,UC,IBD_seed2
arugula,endoscopic_activity,-0.16505765217187984,0.0989010989010989,0.3048882152330428,neg,NS,UC,IBD_seed2
asparagus,endoscopic_activity,-0.16505765217187984,0.0989010989010989,0.3048882152330428,neg,NS,UC,IBD_seed2
avocado,endoscopic_activity,0.0579017083615084,0.3006993006993007,0.4571856714713857,pos,NS,UC,IBD_seed2
banana,endoscopic_activity,0.07303264896930932,0.2817182817182817,0.4428888813414019,pos,NS,UC,IBD_seed2
basil,endoscopic_activity,0.018878833170420647,0.4325674325674326,0.5045474006512968,pos,NS,UC,IBD_seed2
bay leaf,endoscopic_activity,-0.16505765217187984,0.0989010989010989,0.3048882152330428,neg,NS,UC,IBD_seed2
bean,endoscopic_activity,0.12643933453605638,0.14985014985014986,0.3531417562029807,pos,NS,UC,IBD_seed2
beef,endoscopic_activity,0.24873593062675511,0.026973026973026972,0.22327672327672332,pos,NS,UC,IBD_seed2
beet,endoscopic_activity,-0.05374312486679227,0.15984015984015984,0.36024479721958713,neg,NS,UC,IBD_seed2
betel nut,endoscopic_activity,-0.16505765217187984,0.0989010989010989,0.3048882152330428,neg,NS,UC,IBD_seed2
bison,endoscopic_activity,-0.30560852691678697,9.99000999000999e-4,0.021961644912464582,neg,SIG,UC,IBD_seed2
blueberry,endoscopic_activity,-0.06864648771980944,0.2037962037962038,0.38764639615703445,neg,NS,UC,IBD_seed2
bonito,endoscopic_activity,-0.16505765217187984,0.0989010989010989,0.3048882152330428,neg,NS,UC,IBD_seed2
bony fish,endoscopic_activity,-0.16505765217187984,0.0989010989010989,0.3048882152330428,neg,NS,UC,IBD_seed2
broccoli,endoscopic_activity,0.022425178798453363,0.43156843156843155,0.5045474006512968,pos,NS,UC,IBD_seed2
brussel sprout,endoscopic_activity,-0.16505765217187984,0.0989010989010989,0.3048882152330428,neg,NS,UC,IBD_seed2
butter,endoscopic_activity,0.0884027953469641,0.18681318681318682,0.37440288968673247,pos,NS,UC,IBD_seed2
butterfish,endoscopic_activity,0.12712092316531431,0.13686313686313686,0.35013849786577056,pos,NS,UC,IBD_seed2
cabbage,endoscopic_activity,0.07093122386282126,0.22977022977022976,0.41807581834718877,pos,NS,UC,IBD_seed2
canola,endoscopic_activity,-0.16505765217187984,0.0989010989010989,0.3048882152330428,neg,NS,UC,IBD_seed2
cardamom,endoscopic_activity,-0.30414038181256564,9.99000999000999e-4,0.021961644912464582,neg,SIG,UC,IBD_seed2
carrot,endoscopic_activity,0.13326959637065255,0.1048951048951049,0.3160996307063723,pos,NS,UC,IBD_seed2
cashew,endoscopic_activity,0.1022996228110929,0.1878121878121878,0.37440288968673247,pos,NS,UC,IBD_seed2
cauliflower,endoscopic_activity,0.024073260931299884,0.42657342657342656,0.5045474006512968,pos,NS,UC,IBD_seed2
celery,endoscopic_activity,0.1441727889589555,0.09490509490509491,0.3048882152330428,pos,NS,UC,IBD_seed2
chard,endoscopic_activity,0.034095593543770474,0.3956043956043956,0.5033258961152699,pos,NS,UC,IBD_seed2
cheddar cheese,endoscopic_activity,0.0800714961117796,0.18681318681318682,0.37440288968673247,pos,NS,UC,IBD_seed2
cherry,endoscopic_activity,-0.16505765217187984,0.0989010989010989,0.3048882152330428,neg,NS,UC,IBD_seed2
chia,endoscopic_activity,0.004961421596322735,0.4915084915084915,0.516141650049246,pos,NS,UC,IBD_seed2
chicken,endoscopic_activity,0.25413319885350133,0.012987012987012988,0.14634944887045728,pos,NS,UC,IBD_seed2
cilantro,endoscopic_activity,-0.2971913223283099,9.99000999000999e-4,0.021961644912464582,neg,SIG,UC,IBD_seed2
cinnamon,endoscopic_activity,-0.16505765217187984,0.0989010989010989,0.3048882152330428,neg,NS,UC,IBD_seed2
clementine,endoscopic_activity,-0.11196290095651049,0.14085914085914086,0.3531417562029807,neg,NS,UC,IBD_seed2
coconut,endoscopic_activity,0.15229752017895565,0.03196803196803197,0.22327672327672332,pos,NS,UC,IBD_seed2
coffee,endoscopic_activity,0.13966708555724,0.03196803196803197,0.22327672327672332,pos,NS,UC,IBD_seed2
corn,endoscopic_activity,0.08016041379767605,0.2777222777222777,0.4412812689081874,pos,NS,UC,IBD_seed2
corn husk,endoscopic_activity,-0.03315623919792399,0.3806193806193806,0.49699181052637725,neg,NS,UC,IBD_seed2
cream,endoscopic_activity,0.11297827169007124,0.1108891108891109,0.3289873842971188,pos,NS,UC,IBD_seed2
cricket,endoscopic_activity,-0.16505765217187984,0.0989010989010989,0.3048882152330428,neg,NS,UC,IBD_seed2
cucumber,endoscopic_activity,0.010064381017034052,0.45854145854145856,0.5045474006512968,pos,NS,UC,IBD_seed2
dill,endoscopic_activity,-0.16505765217187984,0.0989010989010989,0.3048882152330428,neg,NS,UC,IBD_seed2
dragonfruit,endoscopic_activity,-0.3028318547788528,9.99000999000999e-4,0.021961644912464582,neg,SIG,UC,IBD_seed2
duck,endoscopic_activity,0.06287213769575348,0.2807192807192807,0.4418363326814031,pos,NS,UC,IBD_seed2
egg_chicken,endoscopic_activity,0.2131545176194556,0.015984015984015984,0.17569315929971666,pos,NS,UC,IBD_seed2
egg_quail,endoscopic_activity,-0.16505765217187984,0.0989010989010989,0.3048882152330428,neg,NS,UC,IBD_seed2
eggplant,endoscopic_activity,-0.30360998359405156,9.99000999000999e-4,0.021961644912464582,neg,SIG,UC,IBD_seed2
farro,endoscopic_activity,-0.16505765217187984,0.0989010989010989,0.3048882152330428,neg,NS,UC,IBD_seed2
feta cheese,endoscopic_activity,-0.297628314315178,9.99000999000999e-4,0.021961644912464582,neg,SIG,UC,IBD_seed2
fig,endoscopic_activity,-0.0062824507132488855,0.4675324675324675,0.5056137410976121,neg,NS,UC,IBD_seed2
fish_undetermined,endoscopic_activity,0.23141655234197986,0.007992007992007992,0.09742984288438834,pos,NS,UC,IBD_seed2
galangal,endoscopic_activity,-0.16505765217187984,0.0989010989010989,0.3048882152330428,neg,NS,UC,IBD_seed2
garlic,endoscopic_activity,-0.09137805030170096,0.16783216783216784,0.370779138489188,neg,NS,UC,IBD_seed2
ginger,endoscopic_activity,0.050665948242901104,0.32167832167832167,0.4709286346840932,pos,NS,UC,IBD_seed2
goat cheese,endoscopic_activity,0.032150309213271666,0.3996003996003996,0.5045474006512968,pos,NS,UC,IBD_seed2
grain_fermented,endoscopic_activity,0.0692140454471094,0.25274725274725274,0.42472940593241343,pos,NS,UC,IBD_seed2
grape,endoscopic_activity,-0.06700362515423433,0.28471528471528473,0.4444740358593677,neg,NS,UC,IBD_seed2
grape_fermented,endoscopic_activity,-0.050896798955129885,0.3026973026973027,0.4591822204944377,neg,NS,UC,IBD_seed2
grapefruit,endoscopic_activity,0.007678277221508736,0.2887112887112887,0.44706909718457066,pos,NS,UC,IBD_seed2
ground cherry,endoscopic_activity,-0.16505765217187984,0.0989010989010989,0.3048882152330428,neg,NS,UC,IBD_seed2
guava,endoscopic_activity,-0.16505765217187984,0.0989010989010989,0.3048882152330428,neg,NS,UC,IBD_seed2
hearts of palm,endoscopic_activity,0.010674538384627674,0.4695304695304695,0.5069568113046373,pos,NS,UC,IBD_seed2
hemp seed,endoscopic_activity,-0.16505765217187984,0.0989010989010989,0.3048882152330428,neg,NS,UC,IBD_seed2
herring,endoscopic_activity,0.20183808858842525,0.03496503496503497,0.22327672327672332,pos,NS,UC,IBD_seed2
honey,endoscopic_activity,0.10827353130986739,0.060939060939060936,0.3015471613257591,pos,NS,UC,IBD_seed2
infusion,endoscopic_activity,-0.16505765217187984,0.0989010989010989,0.3048882152330428,neg,NS,UC,IBD_seed2
kale,endoscopic_activity,0.0013573741674644813,0.4965034965034965,0.5191835401952134,pos,NS,UC,IBD_seed2
kiwi,endoscopic_activity,-0.005259654964180828,0.47652347652347654,0.5083675274606063,neg,NS,UC,IBD_seed2
kumquat,endoscopic_activity,-0.16505765217187984,0.0989010989010989,0.3048882152330428,neg,NS,UC,IBD_seed2
lamb,endoscopic_activity,0.1835586692036547,0.03896103896103896,0.23534573534573533,pos,NS,UC,IBD_seed2
langostino,endoscopic_activity,0.04298048449502816,0.37462537462537465,0.49348981077861237,pos,NS,UC,IBD_seed2
lavender,endoscopic_activity,-0.16505765217187984,0.0989010989010989,0.3048882152330428,neg,NS,UC,IBD_seed2
lemon,endoscopic_activity,-0.01944910632026589,0.42657342657342656,0.5045474006512968,neg,NS,UC,IBD_seed2
lentil,endoscopic_activity,0.054027638205064024,0.30569430569430567,0.4606023190292853,pos,NS,UC,IBD_seed2
lettuce,endoscopic_activity,-0.013576077891976374,0.42957042957042957,0.5045474006512968,neg,NS,UC,IBD_seed2
lizard,endoscopic_activity,0.21680354388226977,0.029970029970029972,0.22327672327672332,pos,NS,UC,IBD_seed2
macadamia,endoscopic_activity,-0.16505765217187984,0.0989010989010989,0.3048882152330428,neg,NS,UC,IBD_seed2
mackerel,endoscopic_activity,0.12059600866811562,0.17682317682317683,0.37440288968673247,pos,NS,UC,IBD_seed2
mandarin,endoscopic_activity,0.053248364438523654,0.32367632367632365,0.47230680092486405,pos,NS,UC,IBD_seed2
mango,endoscopic_activity,0.20348816568853545,0.01998001998001998,0.2014526826556902,pos,NS,UC,IBD_seed2
maple syrup,endoscopic_activity,-0.16505765217187984,0.0989010989010989,0.3048882152330428,neg,NS,UC,IBD_seed2
meat_undetermined,endoscopic_activity,0.13714494123580215,0.06393606393606394,0.3048882152330428,pos,NS,UC,IBD_seed2
melon,endoscopic_activity,0.050340643055929335,0.33466533466533466,0.4784501213072641,pos,NS,UC,IBD_seed2
milk,endoscopic_activity,0.17297504548057674,0.04495504495504495,0.25762698839621917,pos,NS,UC,IBD_seed2
milk_cow,endoscopic_activity,0.2568002379876945,0.004995004995004995,0.06977397602397602,pos,NS,UC,IBD_seed2
milk_goat,endoscopic_activity,-0.0023700380060328596,0.4875124875124875,0.5151727704919195,neg,NS,UC,IBD_seed2
mint,endoscopic_activity,0.03912482770175243,0.35764235764235763,0.489255403802708,pos,NS,UC,IBD_seed2
mouse,endoscopic_activity,0.22728626702457946,0.03496503496503497,0.22327672327672332,pos,NS,UC,IBD_seed2
mushroom,endoscopic_activity,0.14949770913768826,0.09290709290709291,0.3048882152330428,pos,NS,UC,IBD_seed2
nutmeg,endoscopic_activity,-0.16505765217187984,0.0989010989010989,0.3048882152330428,neg,NS,UC,IBD_seed2
oat,endoscopic_activity,0.1530003061772915,0.08891108891108891,0.3048882152330428,pos,NS,UC,IBD_seed2
olive,endoscopic_activity,-0.16505765217187984,0.0989010989010989,0.3048882152330428,neg,NS,UC,IBD_seed2
onion,endoscopic_activity,0.09767981898231401,0.14785214785214784,0.3531417562029807,pos,NS,UC,IBD_seed2
